Player Name,Team,Position,Pts,GS,A,CS,B,BPS,PPG,MP,Cost,TSB,GC,OG,PS,PM,Season
Defoe,SUN,FWD,166,15,3,6,24,529,4.5,3322,£7.4,16.1%,63,0,0,0,2016
Ibrahimovic,MUN,FWD,163,17,7,11,28,540,5.8,2438,£11.4,22.8%,22,0,0,1,2016
Pedro,CHE,MID,162,9,10,15,18,580,4.6,2140,£6.8,8.5%,15,0,0,0,2016
Vardy,LEI,FWD,161,13,8,7,24,555,4.6,2801,£9.9,13.9%,57,0,0,0,2016
Mané,LIV,MID,156,13,7,8,14,502,5.8,2242,£9.3,7.8%,26,0,0,0,2016
Heaton,BUR,GKP,149,0,0,10,21,741,4.3,3150,£5.1,18.6%,48,0,1,0,2016
Zaha,CRY,MID,149,7,11,7,13,481,4.3,3019,£5.8,11.9%,56,0,0,0,2016
Sterling,MCI,MID,149,7,14,9,11,468,4.5,2509,£7.5,10.6%,27,0,0,0,2016
Wijnaldum,LIV,MID,149,6,9,11,14,650,4.1,2974,£7.5,1.7%,37,0,0,0,2016
Llorente,SWA,FWD,146,15,3,5,22,512,4.4,2442,£6.3,9.4%,51,0,0,0,2016
Barkley,EVE,MID,144,5,11,12,11,534,4,2900,£7,6.6%,36,0,0,0,2016
Lloris,TOT,GKP,143,0,0,15,6,665,4.2,3004,£5.5,7.9%,24,0,0,0,2016
Walker,TOT,DEF,142,0,6,14,18,640,4.3,2701,£6.2,27.6%,21,0,0,0,2016
Courtois,CHE,GKP,141,0,0,16,0,623,3.9,3240,£5.9,14.1%,28,0,0,0,2016
Lallana,LIV,MID,139,8,7,9,14,543,4.5,2338,£6.7,9.1%,32,0,0,0,2016
Milner,LIV,MID,139,7,4,12,16,682,3.9,3154,£6.3,4.8%,35,0,0,1,2016
Christian Benteke,CRY,FWD,136,15,2,7,13,382,3.8,3131,£7.2,9.5%,58,0,0,2,2016
de Gea,MUN,GKP,136,0,0,14,5,575,3.9,3150,£5.5,33.2%,29,0,0,0,2016
Baines,EVE,DEF,135,2,5,11,15,647,4.2,2819,£5.8,11%,34,0,0,1,2016
Cech,ARS,GKP,134,0,0,12,2,660,3.8,3097,£5.4,13.7%,37,1,0,0,2016
Daniels,BOU,DEF,134,4,3,10,14,692,3.9,3060,£5.2,9.9%,53,0,0,0,2016
Forster,SOU,GKP,134,0,0,14,4,625,3.5,3420,£5,5%,48,0,1,0,2016
Coleman,EVE,DEF,133,4,4,10,15,548,5.1,2316,£5.6,4%,28,0,0,0,2016
Snodgrass,WHU,MID,133,7,6,3,16,503,3.8,2548,£5.5,6.3%,56,0,0,0,2016
Lanzini,WHU,MID,133,8,3,9,20,635,3.8,2708,£5.9,2%,53,0,0,0,2016
Antonio,WHU,MID,132,9,8,7,8,410,4.6,2433,£6.7,5.3%,43,0,0,0,2016
David Luiz,CHE,DEF,132,1,1,15,10,675,4,2954,£6.2,5%,26,0,0,0,2016
Capoue,WAT,MID,131,7,2,7,14,544,3.5,3204,£4.5,22.9%,60,0,0,0,2016
McAuley,WBA,DEF,131,6,1,7,14,576,3.6,3140,£5,24.7%,45,1,0,0,2016
Silva,MCI,MID,130,4,9,12,12,621,3.8,2760,£8.6,2.8%,32,0,0,0,2016
Deeney,WAT,FWD,130,10,4,6,18,441,3.5,2944,£6.6,4.8%,52,1,0,0,2016
Negredo,MID,FWD,130,9,5,10,17,436,3.6,2872,£6.1,10.9%,45,0,0,0,2016
Clyne,LIV,DEF,129,0,2,12,13,735,3.5,3323,£5.9,10.3%,41,0,0,0,2016
Williams,EVE,DEF,127,1,3,13,9,739,3.5,3160,£5.2,8.7%,40,0,0,0,2016
Redmond,SOU,MID,126,7,1,12,13,483,3.4,2898,£5.9,7.4%,40,0,0,0,2016
Vertonghen,TOT,DEF,126,0,0,15,8,733,3.8,2894,£5.8,7.7%,21,0,0,0,2016
Bertrand,SOU,DEF,123,2,5,12,9,575,4.4,2507,£5.6,3.9%,36,0,0,0,2016
Walcott,ARS,MID,122,10,3,8,7,380,4.4,1916,£7.2,4.2%,26,0,0,1,2016
Koscielny,ARS,DEF,121,2,1,10,19,723,3.7,2821,£6.1,11.2%,37,0,0,0,2016
Vokes,BUR,FWD,121,10,4,5,12,394,3.3,2064,£5.7,3.2%,34,0,0,0,2016
Fàbregas,CHE,MID,121,5,15,4,14,529,4.2,1340,£7,3.3%,14,0,0,0,2016
Gibson,MID,DEF,121,1,1,11,14,682,3.2,3420,£4.9,8.8%,53,0,0,0,2016
Boruc,BOU,GKP,120,0,0,9,7,657,3.4,3150,£4.5,6.2%,63,0,2,0,2016
Mahrez,LEI,MID,120,6,4,9,9,437,3.3,2826,£8.9,8.2%,48,0,0,2,2016
Valencia,MUN,DEF,120,1,3,12,9,612,4.3,2483,£5.8,12.4%,20,0,0,0,2016
Alderweireld,TOT,DEF,120,1,0,14,4,611,4,2601,£6.4,9.6%,17,0,0,0,2016
Bellerín,ARS,DEF,119,1,5,10,12,569,3.6,2503,£6.5,13.9%,34,0,0,0,2016
Mirallas,EVE,MID,119,4,8,11,8,420,3.4,2074,£5.9,2.2%,26,0,0,0,2016
Allen,STK,MID,118,6,3,10,10,525,3.3,2930,£4.9,6.4%,49,0,0,0,2016
Rondón,WBA,FWD,118,8,3,6,10,287,3.1,2892,£6.3,4.2%,44,0,0,0,2016
Arnautovic,STK,MID,117,6,7,9,8,401,3.7,2713,£7.1,1%,43,0,0,1,2016
Giroud,ARS,FWD,116,12,5,4,17,432,4,1206,£8.1,4.7%,16,0,0,0,2016
Townsend,CRY,MID,116,3,7,7,16,492,3.2,2520,£5.7,2.2%,38,0,0,0,2016
Fabianski,SWA,GKP,116,0,0,8,8,650,3.1,3330,£4.8,3.6%,69,0,1,0,2016
Monreal,ARS,DEF,115,0,3,11,9,681,3.2,3153,£5.9,6.4%,43,0,0,0,2016
Phillips,WBA,MID,115,4,9,6,12,357,4.3,2181,£5.3,4%,28,0,0,0,2016
Pogba,MUN,MID,115,5,4,13,14,512,3.8,2608,£8.2,7.3%,21,0,0,0,2016
Willian,CHE,MID,114,8,3,6,13,441,3.4,1534,£7,3.5%,19,0,0,0,2016
Keane,BUR,DEF,113,2,1,10,10,619,3.2,3150,£5,3.3%,49,0,0,0,2016
Gomes,WAT,GKP,113,0,0,7,6,681,3,3337,£4.9,1.7%,64,1,1,0,2016
Foster,WBA,GKP,113,0,0,6,4,629,3,3420,£4.7,12.6%,51,0,0,0,2016
Steve Cook,BOU,DEF,112,2,0,10,17,777,2.9,3420,£4.8,3.2%,67,1,0,0,2016
Mignolet,LIV,GKP,110,0,0,9,7,506,3.9,2520,£4.8,3.5%,30,0,2,0,2016
Chadli,WBA,MID,110,5,6,6,8,359,3.5,2135,£5.8,1.4%,32,0,0,0,2016
Schmeichel,LEI,GKP,109,0,0,8,10,585,3.6,2666,£4.9,6%,47,0,0,0,2016
Gray,BUR,FWD,108,9,3,8,10,303,3.4,2260,£6,4%,33,0,0,0,2016
Tadic,SOU,MID,108,3,7,13,4,376,3.3,2411,£6.9,2%,29,0,0,1,2016
Stanislas,BOU,MID,107,7,6,4,13,372,5.1,1467,£4.6,1.3%,29,0,0,0,2016
Lovren,LIV,DEF,106,2,1,11,6,589,3.7,2553,£4.9,5.6%,31,0,0,0,2016
Martins Indi,STK,DEF,106,1,0,11,9,634,3,3146,£4.9,0.7%,50,0,0,0,2016
Grant,STK,GKP,106,0,0,9,9,546,3.8,2520,£4.3,6.5%,34,0,0,0,2016
Matic,CHE,MID,105,1,8,15,1,550,3,2694,£4.8,3.9%,24,0,0,0,2016
Moses,CHE,MID,105,3,3,17,6,476,3.1,2485,£5.5,2.2%,15,0,0,0,2016
Bailly,MUN,DEF,105,0,0,13,14,542,4.2,2058,£5.5,8.3%,15,0,0,0,2016
Sané,MCI,MID,105,5,7,9,8,343,4,1781,£7.7,7.5%,15,0,0,0,2016
Smith,BOU,DEF,104,1,5,8,12,645,2.9,3101,£4.6,7%,61,1,0,0,2016
Jagielka,EVE,DEF,104,3,3,6,16,533,3.9,2251,£4.9,7.5%,32,0,0,0,2016
Fuchs,LEI,DEF,104,2,4,8,10,679,2.9,3103,£5.3,5.7%,57,0,0,0,2016
Can,LIV,MID,104,5,2,9,12,436,3.3,2371,£4.8,3%,28,0,0,0,2016
Pieters,STK,DEF,103,0,2,10,9,614,2.9,3151,£4.6,6.7%,50,0,0,0,2016
Wanyama,TOT,MID,103,4,2,12,7,578,2.9,3012,£4.8,2.9%,25,0,0,0,2016
Fletcher,WBA,MID,103,2,3,8,2,453,2.7,3231,£4.4,8.1%,45,0,0,0,2016
Mata,MUN,MID,102,6,3,10,14,457,4.1,1614,£7.2,2%,16,1,0,0,2016
Valdés,MID,GKP,102,0,0,8,10,493,3.6,2520,£4.5,4.3%,36,0,0,0,2016
Cédric,SOU,DEF,102,0,3,11,11,584,3.4,2515,£4.9,2.7%,36,0,0,0,2016
Pickford,SUN,GKP,102,0,0,4,9,608,3.5,2610,£4.2,11%,50,0,0,0,2016
Dawson,WBA,DEF,102,4,0,6,6,500,2.8,3276,£4.9,2.5%,50,0,0,0,2016
Reid,WHU,DEF,102,2,3,9,16,622,3.4,2587,£4.9,2.4%,48,0,0,0,2016
Otamendi,MCI,DEF,100,1,2,9,10,640,3.3,2592,£5.9,3.2%,28,0,0,0,2016
Fraser,BOU,MID,100,3,9,7,8,345,3.6,1764,£4.6,1.2%,32,0,0,0,2016
Brunt,WBA,DEF,99,3,4,4,11,462,3.2,2477,£4.8,2.3%,37,0,0,0,2016
Blind,MUN,DEF,98,1,2,9,14,525,4.3,1830,£5.2,4.7%,17,0,0,0,2016
Fonte,WHU,DEF,98,0,0,11,10,592,3,2934,£5.3,3.2%,46,0,0,0,2016
van Aanholt,CRY,DEF,98,5,1,5,9,534,3.1,2498,£4.9,3.6%,53,0,0,0,2016
Matip,LIV,DEF,97,1,0,9,7,557,3.3,2457,£5.4,3.2%,25,0,0,0,2016
Herrera,MUN,MID,97,1,6,13,11,559,3.1,2465,£6.2,2.2%,18,0,0,0,2016
Origi,LIV,FWD,96,7,4,7,8,297,2.8,1469,£6,5.5%,18,0,0,0,2016
Albrighton,LEI,MID,95,2,6,8,3,468,2.9,2412,£5,2.5%,47,0,0,0,2016
Kolarov,MCI,DEF,95,1,1,9,7,558,3.3,2535,£5.8,3.1%,27,1,0,0,2016
Martial,MUN,MID,95,4,6,9,9,302,3.8,1553,£9.2,2.5%,13,0,0,0,2016
Fer,SWA,MID,95,6,2,4,5,429,2.8,2405,£4.8,4.6%,49,0,0,0,2016
Mee,BUR,DEF,94,1,2,9,6,592,2.8,3015,£4.4,2.2%,49,2,0,0,2016
Shawcross,STK,DEF,94,1,2,9,6,549,2.7,3150,£4.9,1.7%,53,2,0,0,2016
Mawson,SWA,DEF,94,4,0,7,9,541,3.5,2430,£4.6,1.9%,45,2,0,0,2016
McArthur,CRY,MID,93,5,3,3,8,363,3.2,1999,£4.7,1%,39,0,0,0,2016
Dier,TOT,MID,93,2,0,16,4,505,2.6,3043,£5,5.1%,24,0,0,0,2016
Boyd,BUR,MID,92,2,2,9,2,386,2.6,2837,£5.1,0.2%,45,0,0,0,2016
Hennessey,CRY,GKP,92,0,0,7,4,497,3.2,2610,£4.3,3.1%,46,0,0,0,2016
Puncheon,CRY,MID,92,0,6,7,6,500,2.6,3093,£5.1,0.7%,53,0,0,0,2016
Ward-Prowse,SOU,MID,92,4,4,9,5,377,3.1,1883,£5,1.4%,26,0,0,0,2016
Ward,BUR,DEF,91,1,1,8,3,596,2.5,3230,£4.5,1.6%,53,0,0,0,2016
Cabaye,CRY,MID,91,4,4,7,6,411,2.8,2125,£5.6,1.1%,41,0,0,1,2016
de Roon,MID,MID,91,4,1,8,5,399,2.8,2773,£4.3,1.8%,44,0,0,0,2016
Lowton,BUR,DEF,90,0,2,9,5,631,2.5,3240,£4.5,0.8%,53,0,0,0,2016
Davies,TOT,DEF,90,1,3,8,5,443,3.9,1739,£5,5.2%,13,0,0,0,2016
Mustafi,ARS,DEF,90,2,2,8,8,513,3.5,2274,£5.8,1.4%,30,0,0,0,2016
Iwobi,ARS,MID,89,3,5,9,8,352,3.4,1456,£5.3,1.1%,20,0,0,0,2016
Francis,BOU,DEF,89,0,1,10,7,639,2.6,2938,£4.5,1.4%,54,0,0,0,2016
Robles,EVE,GKP,89,0,1,10,5,407,4.5,1737,£4.7,0.9%,20,0,0,0,2016
Ayew,WHU,MID,89,6,3,6,5,257,3.6,1439,£7.1,1%,25,0,0,0,2016
Afobe,BOU,FWD,88,6,5,5,9,259,2.8,1458,£5.3,1.2%,24,0,0,1,2016
Huth,LEI,DEF,88,2,2,9,1,479,2.7,2926,£4.9,1.8%,49,2,0,0,2016
Clucas,HUL,MID,87,3,1,5,4,509,2.4,3186,£4.7,0.2%,75,0,0,0,2016
Clichy,MCI,DEF,87,1,0,8,9,493,3.5,2123,£5.2,1.9%,24,0,0,0,2016
Holebas,WAT,DEF,87,2,4,7,9,547,2.6,2905,£4.6,3%,61,0,0,0,2016
Ward,CRY,DEF,86,0,1,7,7,568,2.3,3417,£4.8,0.9%,63,0,0,0,2016
Jakupovic,HUL,GKP,86,0,0,5,7,431,3.9,1980,£4.1,21.9%,36,0,2,0,2016
Yaya Touré,MCI,MID,86,5,0,12,6,422,3.4,1941,£7.2,1%,17,0,0,0,2016
Xhaka,ARS,MID,85,2,3,10,7,506,2.7,2483,£5.2,3.2%,32,0,0,0,2016
Simpson,LEI,DEF,85,0,3,9,4,529,2.4,2988,£4.9,2.1%,50,0,0,0,2016
Arter,BOU,MID,84,1,4,9,6,513,2.4,2956,£5,0.3%,62,0,0,1,2016
Rose,TOT,DEF,84,2,3,8,6,357,4.7,1530,£5.8,4.3%,11,0,0,0,2016
Morrison,WBA,MID,84,5,2,4,4,328,2.7,1741,£4.3,1.1%,22,0,0,0,2016
Chambers,MID,DEF,83,2,1,7,7,499,3.3,2250,£4.3,3.4%,37,0,0,0,2016
Chamberlain,ARS,MID,83,2,7,4,3,393,2.9,1564,£5.8,1.4%,22,0,0,0,2016
Kanté,CHE,MID,83,1,1,13,1,554,2.4,3138,£4.7,11.7%,33,0,0,0,2016
Slimani,LEI,FWD,83,7,4,5,9,271,3.6,1281,£8.2,0.6%,23,0,0,0,2016
Naughton,SWA,DEF,82,1,0,8,7,528,2.6,2714,£4.4,2.1%,48,1,0,0,2016
Barnes,BUR,FWD,81,6,3,6,10,241,2.9,1774,£4.6,4.3%,27,0,0,0,2016
Payet,WHU,MID,81,2,8,4,10,347,4.5,1513,£9,6.2%,28,0,0,0,2016
Oriol Romeu,SOU,MID,80,1,0,13,4,566,2.3,3071,£4.4,0.8%,42,0,0,0,2016
Shaqiri,STK,MID,80,4,2,8,8,275,3.8,1699,£6,3%,21,0,0,0,2016
Gueye,EVE,MID,80,1,2,9,9,540,2.4,2681,£5,0.4%,31,0,0,0,2016
Crouch,STK,FWD,79,7,3,4,7,262,2.9,1343,£4.4,3.4%,23,0,0,0,2016
Evans,WBA,DEF,79,2,1,4,7,478,2.5,2637,£4.4,4.1%,39,0,0,0,2016
Kouyaté,WHU,MID,79,1,1,9,3,438,2.5,2723,£5,0.7%,46,0,0,0,2016
Fernandinho,MCI,MID,78,2,1,10,3,483,2.4,2755,£5.3,1.5%,27,0,0,0,2016
Yoshida,SOU,DEF,78,1,1,7,8,469,3.4,2070,£4.5,5.9%,32,0,0,0,2016
Livermore,WBA,MID,77,1,1,4,2,458,2.1,2970,£4.7,0.1%,62,0,0,0,2016
Rojo,MUN,DEF,77,1,0,8,7,394,3.7,1663,£5.2,0.7%,13,0,0,0,2016
Downing,MID,MID,77,1,3,7,3,364,2.6,2214,£4.8,0.4%,39,0,0,0,2016
Forshaw,MID,MID,77,0,2,9,3,401,2.3,2695,£4.5,0.4%,36,0,0,0,2016
Davis,SOU,MID,77,0,3,10,0,450,2.4,2643,£5.1,0.5%,37,0,0,0,2016
Rooney,MUN,FWD,76,5,5,6,9,322,3,1540,£8.6,2.4%,16,0,0,0,2016
Rashford,MUN,FWD,76,5,3,7,2,287,2.4,1712,£6.4,10.6%,15,0,0,0,2016
Dembélé,TOT,MID,76,1,2,11,6,456,2.5,2056,£5.4,0.5%,17,0,0,0,2016
Hendrick,BUR,MID,76,2,1,9,1,286,2.4,2691,£5.3,0.1%,47,0,0,0,2016
Tomkins,CRY,DEF,75,3,0,6,5,359,3.1,1974,£4.8,0.2%,36,0,0,0,2016
Virgil,SOU,DEF,75,1,0,7,14,435,3.6,1852,£5.6,5.3%,23,0,0,0,2016
Routledge,SWA,MID,74,3,2,5,2,228,2.7,1917,£4.5,0.3%,42,0,0,0,2016
Nyom,WBA,DEF,74,0,2,5,6,419,2.3,2638,£4.4,1.3%,39,0,0,0,2016
Robertson,HUL,DEF,73,1,2,5,4,488,2.2,2736,£4.4,1.9%,59,0,0,0,2016
J.Henderson,LIV,MID,73,1,4,7,9,467,3,2116,£6.2,1%,28,0,0,0,2016
Mkhitaryan,MUN,MID,73,4,1,10,3,279,3,1348,£8.7,2.1%,8,0,0,0,2016
Rodriguez,SOU,MID,73,5,2,3,8,170,3,893,£5.9,0.3%,15,0,0,0,2016
Bravo,MCI,GKP,73,0,0,6,3,366,3.3,1968,£5,1.2%,26,0,1,0,2016
Hernández,HUL,FWD,72,4,4,4,6,208,3,1425,£5.9,0.9%,23,0,0,0,2016
Walters,STK,MID,72,4,3,6,3,195,3.1,1304,£5.3,0.1%,22,0,0,0,2016
Maguire,HUL,DEF,71,2,3,4,5,483,2.4,2307,£4.4,0.8%,53,0,0,0,2016
Britos,WAT,DEF,71,1,2,6,8,413,2.6,2280,£4.2,0.7%,36,0,0,0,2016
Noble,WHU,MID,71,3,0,8,5,389,2.4,2389,£6.2,1.2%,40,0,0,1,2016
Barragán,MID,DEF,71,0,0,7,8,455,2.7,2193,£4.3,1%,32,0,0,0,2016
Darmian,MUN,DEF,70,0,0,9,6,319,3.9,1333,£5,1%,8,0,0,0,2016
Clayton,MID,MID,70,0,2,10,0,427,2.1,2804,£4.3,0.8%,45,0,0,0,2016
Arfield,BUR,MID,69,1,2,6,3,253,2.2,2103,£5.2,0.1%,36,0,0,0,2016
Funes Mori,EVE,DEF,69,0,1,7,4,365,3,1543,£4.5,1.4%,19,0,0,0,2016
Drinkwater,LEI,MID,69,1,1,8,3,384,2.4,2466,£5.3,3.6%,44,0,0,0,2016
Koné,SUN,DEF,69,1,0,5,5,451,2.3,2545,£4.2,1.7%,46,0,0,0,2016
Randolph,WHU,GKP,69,0,0,4,5,370,3.1,1980,£4.4,1.3%,39,0,1,0,2016
Collins,WHU,DEF,69,2,0,6,7,364,3.1,1655,£4.2,4.5%,29,0,0,0,2016
Carroll,WHU,FWD,69,7,2,3,6,256,3.8,1312,£5.9,2%,27,0,0,0,2016
Stekelenburg,EVE,GKP,68,0,0,4,3,309,3.6,1683,£4.7,1.7%,24,1,2,0,2016
Barry,EVE,MID,68,2,1,7,3,371,2.1,2109,£4.3,3.2%,28,0,0,0,2016
Prödl,WAT,DEF,67,1,2,5,3,441,2,2770,£4.3,0.8%,49,0,0,0,2016
Ndong,SUN,MID,67,1,1,5,1,397,2.2,2520,£4.8,0%,48,0,0,0,2016
G.Jesus,MCI,FWD,67,7,4,3,12,258,6.7,651,£9.1,14.7%,5,0,0,0,2016
Amrabat,WAT,MID,65,0,3,4,5,263,2.2,2091,£5,0.1%,51,0,0,0,2016
Pugh,BOU,MID,64,2,3,5,6,224,3,1329,£4.6,0.4%,24,0,0,0,2016
Caballero,MCI,GKP,64,0,0,6,1,295,3.8,1452,£4.8,3.8%,13,0,1,0,2016
Adrián,WHU,GKP,64,0,0,6,6,311,4,1440,£4.6,1.7%,25,0,0,0,2016
Callum Wilson,BOU,FWD,63,6,1,6,2,170,3.1,1361,£6,1.1%,25,0,0,0,2016
Morgan,LEI,DEF,63,1,1,5,0,360,2.3,2430,£4.6,10.3%,45,0,0,0,2016
Okazaki,LEI,FWD,63,3,1,7,3,220,2.1,1565,£5.6,1.6%,26,0,0,0,2016
Fernández,SWA,DEF,63,0,1,6,4,435,2.3,2430,£4.2,1.9%,41,0,0,0,2016
Davies,EVE,MID,63,2,3,8,0,248,2.6,1544,£4.4,2.3%,17,0,0,0,2016
Elmohamady,HUL,MID,62,0,2,3,1,428,1.9,2523,£4.6,0.2%,63,1,0,0,2016
Huddlestone,HUL,MID,62,1,2,4,5,348,2,2025,£4.5,0.2%,47,1,0,0,2016
Austin,SOU,FWD,62,6,1,6,10,218,4.1,934,£6.3,1.8%,8,0,0,0,2016
Whelan,STK,MID,62,0,1,7,3,380,2.1,2276,£4.2,0.7%,40,1,0,0,2016
Wilshere,BOU,MID,61,0,3,5,2,312,2.1,1950,£5.8,0.5%,45,0,0,0,2016
Dann,CRY,DEF,61,3,1,2,4,310,2.7,1752,£5.1,2.1%,36,0,0,0,2016
Lingard,MUN,MID,60,1,3,7,3,227,2.4,1360,£5.6,0.8%,12,0,0,0,2016
Cresswell,WHU,DEF,60,0,2,5,1,334,2.3,2115,£5.1,0.3%,35,0,0,0,2016
Stephens,SOU,DEF,60,0,1,6,10,341,3.5,1471,£4.2,5.2%,24,0,0,0,2016
Stones,MCI,DEF,59,0,0,4,4,435,2.2,2014,£4.6,13.3%,29,0,0,0,2016
Friend,MID,DEF,59,0,3,4,6,371,2.5,1964,£4.2,1.8%,35,0,0,0,2016
Adam,STK,MID,59,1,4,6,5,218,2.5,1491,£4.6,0.3%,23,0,0,0,2016
Ramírez,MID,MID,59,2,3,6,6,244,2.5,1539,£5.2,0.5%,22,0,0,0,2016
Ndidi,LEI,MID,59,2,3,4,2,288,3.5,1521,£4.6,0.7%,28,0,0,0,2016
Gray,LEI,MID,58,1,4,4,0,210,1.9,1049,£4.8,0.5%,20,0,0,0,2016
Cameron,STK,DEF,58,0,1,6,5,340,3.1,1629,£4.2,0.4%,25,0,0,0,2016
Fabio,MID,DEF,58,0,0,6,8,347,2.4,1847,£4.2,0.4%,30,0,0,0,2016
Kompany,MCI,DEF,57,3,0,5,6,227,5.2,820,£6,3.2%,6,0,0,0,2016
Long,SOU,FWD,57,3,2,2,2,159,1.8,1262,£6.1,3%,23,0,0,1,2016
Kaboul,WAT,DEF,57,2,0,4,1,342,2.5,1910,£4.3,0.6%,36,0,0,0,2016
Ramsey,ARS,MID,56,1,4,4,3,240,2.4,1236,£7.6,1.1%,20,0,0,0,2016
Johnson,STK,DEF,56,0,0,6,3,376,2.4,1957,£4.7,0.1%,34,0,0,0,2016
Jones,SUN,DEF,56,1,0,5,6,368,2.1,2270,£4.4,0.1%,49,0,0,0,2016
Denayer,SUN,DEF,56,0,0,6,2,320,2.3,1878,£4.7,0.1%,30,1,0,0,2016
Aké,CHE,DEF,55,3,1,3,8,267,4.6,834,£3.9,6.1%,20,0,0,0,2016
Cleverley,WAT,MID,55,0,3,3,0,294,2,1848,£5.1,0.1%,40,0,0,0,2016
Sagna,MCI,DEF,55,0,1,6,3,316,3.2,1346,£5.3,1.7%,14,0,0,0,2016
Jones,MUN,DEF,55,0,0,5,4,362,3.1,1584,£4.5,0.7%,14,0,0,0,2016
Janssen,TOT,FWD,55,2,3,3,3,134,2,845,£7.5,0.8%,8,0,0,0,2016
Obiang,WHU,MID,55,1,2,4,6,331,2.5,1763,£4.3,0.3%,32,0,0,0,2016
Feghouli,WHU,MID,55,3,3,1,4,220,2.6,1042,£5,0.7%,23,0,0,0,2016
Ranocchia,HUL,DEF,55,2,2,3,9,299,3.4,1330,£4.5,1.3%,31,0,0,0,2016
Sturridge,LIV,FWD,54,3,5,3,2,180,2.7,775,£9.7,1.9%,7,0,0,0,2016
Nolito,MCI,MID,54,4,3,3,2,170,2.8,777,£8.4,1%,7,0,0,0,2016
Stuani,MID,FWD,54,4,0,4,4,203,2.3,1355,£4.6,2.4%,15,0,0,0,2016
Yacob,WBA,MID,54,0,0,4,0,366,1.6,2418,£4.3,0.2%,36,0,0,0,2016
Valencia,EVE,FWD,54,3,3,2,3,173,2.3,927,£5.2,1.7%,12,0,0,0,2016
Holgate,EVE,DEF,54,0,1,5,5,303,3,1372,£4.1,7.1%,18,0,0,0,2016
Defour,BUR,MID,54,1,3,5,6,245,2.6,1068,£5.6,0.2%,13,0,0,0,2016
Amartey,LEI,MID,53,1,1,4,3,262,2.2,1673,£4.3,0.2%,35,0,0,0,2016
Coquelin,ARS,MID,52,0,1,5,1,303,1.8,1779,£4.2,1.9%,27,0,0,0,2016
Iheanacho,MCI,FWD,52,4,3,1,6,180,2.6,537,£6,2.3%,9,0,0,0,2016
Smalling,MUN,DEF,52,1,1,4,1,282,2.9,1217,£5.8,1.1%,16,0,0,0,2016
Carroll,SWA,MID,52,1,2,5,4,243,2.9,1389,£4.1,2.6%,18,0,0,0,2016
McClean,WBA,MID,52,1,3,2,1,236,1.5,1477,£4.8,0.1%,24,0,0,0,2016
Traoré,MID,MID,52,0,1,6,2,264,1.9,1543,£4.8,0.1%,22,0,0,0,2016
Robson-Kanu,WBA,FWD,52,3,2,1,3,144,1.8,701,£5,0.3%,13,0,0,0,2016
Olsson,SWA,DEF,52,2,0,4,3,234,3.5,1252,£4.1,0.8%,18,0,0,0,2016
Marney,BUR,MID,51,1,2,5,1,239,2.4,1764,£4.3,0.4%,28,0,0,0,2016
Delaney,CRY,DEF,51,0,2,3,3,344,1.7,2014,£4.8,0.5%,39,0,0,0,2016
Diouf,STK,FWD,51,1,2,5,2,190,1.9,1385,£5.7,0.3%,26,0,0,0,2016
Trippier,TOT,DEF,51,0,5,3,7,202,4.3,568,£4.7,0.4%,3,0,0,0,2016
Cork,SWA,MID,50,0,1,3,0,348,1.7,2232,£4.6,0.1%,51,2,0,0,2016
